ALAND,AWATER,COUNTYFP,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,MTFCC,NAME,NAMELSAD,STATEFP,TRACTCE
1676643.0,92477.0,031,S,17031821402,+41.6614309,-087.6520323,G5020,8214.02,Census Tract 8214.02,17,821402
3554092.0,0.0,031,S,17031821600,+41.7300219,-087.6993311,G5020,8216,Census Tract 8216,17,821600
1238825.0,0.0,031,S,17031806003,+42.0472842,-087.8504397,G5020,8060.03,Census Tract 8060.03,17,806003
1835739.0,0.0,031,S,17031806001,+42.0603600,-087.8491466,G5020,8060.01,Census Tract 8060.01,17,806001
2011842.0,0.0,031,S,17031806300,+42.0379179,-087.9023799,G5020,8063,Census Tract 8063,17,806300
1434291.0,0.0,031,S,17031801400,+42.0711418,-087.7656006,G5020,8014,Census Tract 8014,17,801400
1143690.0,29234.0,031,S,17031806400,+42.0288302,-087.8818220,G5020,8064,Census Tract 8064,17,806400
1873798.0,0.0,031,S,17031801300,+42.0741035,-087.6970402,G5020,8013,Census Tract 8013,17,801300
2688414.0,0.0,031,S,17031806004,+42.0472642,-087.8358348,G5020,8060.04,Census Tract 8060.04,17,806004
2167634.0,0.0,031,S,17031801701,+42.1264867,-087.8429419,G5020,8017.01,Census Tract 8017.01,17,801701
8032282.0,152920.0,031,S,17031801603,+42.0875124,-087.8773337,G5020,8016.03,Census Tract 8016.03,17,801603
834963.0,0.0,031,S,17031806501,+42.0157961,-087.8910650,G5020,8065.01,Census Tract 8065.01,17,806501
162821.0,0.0,031,S,17031271500,+41.8717861,-087.7131559,G5020,2715,Census Tract 2715,17,271500
330658.0,0.0,031,S,17031292400,+41.8552397,-087.7223992,G5020,2924,Census Tract 2924,17,292400
394160.0,0.0,031,S,17031292200,+41.8566665,-087.7157306,G5020,2922,Census Tract 2922,17,292200
982499.0,0.0,031,S,17031292500,+41.8551613,-087.7322428,G5020,2925,Census Tract 2925,17,292500
964594.0,0.0,031,S,17031806802,+42.0443774,-087.7397696,G5020,8068.02,Census Tract 8068.02,17,806802
1135605.0,0.0,031,S,17031807000,+42.0444492,-087.7555401,G5020,8070,Census Tract 8070,17,807000
2239500.0,0.0,031,S,17031806801,+42.0563812,-087.7395379,G5020,8068.01,Census Tract 8068.01,17,806801
2740273.0,0.0,031,S,17031806900,+42.0567651,-087.7557144,G5020,8069,Census Tract 8069,17,806900
1770972.0,0.0,031,S,17031806700,+42.0528083,-087.7228016,G5020,8067,Census Tract 8067,17,806700
1845010.0,0.0,031,S,17031802100,+42.0722616,-087.8115442,G5020,8021,Census Tract 8021,17,802100
4437336.0,0.0,031,S,17031802200,+42.0729443,-087.7881169,G5020,8022,Census Tract 8022,17,802200
3911138.0,109657.0,031,S,17031801901,+42.0949930,-087.8008408,G5020,8019.01,Census Tract 8019.01,17,801901
3175295.0,0.0,031,S,17031801902,+42.0865354,-087.7833677,G5020,8019.02,Census Tract 8019.02,17,801902
205986.0,0.0,031,S,17031271800,+41.8714964,-087.6984897,G5020,2718,Census Tract 2718,17,271800
502194.0,0.0,031,S,17031280400,+41.8860094,-087.6718846,G5020,2804,Census Tract 2804,17,280400
592886.0,0.0,031,S,17031280100,+41.8853007,-087.6428068,G5020,2801,Census Tract 2801,17,280100
211425.0,0.0,031,S,17031301100,+41.8470290,-087.6979734,G5020,3011,Census Tract 3011,17,301100
328182.0,0.0,031,S,17031300600,+41.8479904,-087.7173343,G5020,3006,Census Tract 3006,17,300600
482205.0,0.0,031,S,17031301200,+41.8484171,-087.6914771,G5020,3012,Census Tract 3012,17,301200
329127.0,0.0,031,S,17031300700,+41.8480720,-087.7124504,G5020,3007,Census Tract 3007,17,300700
632686.0,0.0,031,S,17031490300,+41.7253813,-087.6191480,G5020,4903,Census Tract 4903,17,490300
1363511.0,0.0,031,S,17031480500,+41.7276000,-087.5590911,G5020,4805,Census Tract 4805,17,480500
1425891.0,0.0,031,S,17031490500,+41.7179274,-087.6132064,G5020,4905,Census Tract 4905,17,490500
725278.0,0.0,031,S,17031520400,+41.7030080,-087.5307029,G5020,5204,Census Tract 5204,17,520400
958354.0,0.0,031,S,17031520300,+41.7011139,-087.5395629,G5020,5203,Census Tract 5203,17,520300
1050137.0,0.0,031,S,17031520500,+41.6931158,-087.5308719,G5020,5205,Census Tract 5205,17,520500
1108055.0,109643.0,031,S,17031520200,+41.7123080,-087.5406913,G5020,5202,Census Tract 5202,17,520200
480681.0,0.0,031,S,17031660700,+41.7738452,-087.6810955,G5020,6607,Census Tract 6607,17,660700
659363.0,0.0,031,S,17031660500,+41.7752434,-087.7079432,G5020,6605,Census Tract 6605,17,660500
1089382.0,0.0,031,S,17031520600,+41.6895203,-087.5404000,G5020,5206,Census Tract 5206,17,520600
658608.0,0.0,031,S,17031660600,+41.7772873,-087.6933406,G5020,6606,Census Tract 6606,17,660600
1118966.0,0.0,031,S,17031661000,+41.7618177,-087.6850469,G5020,6610,Census Tract 6610,17,661000
655390.0,0.0,031,S,17031660800,+41.7736413,-087.6932656,G5020,6608,Census Tract 6608,17,660800
1811423.0,161565.0,031,S,17031660900,+41.7678191,-087.6990630,G5020,6609,Census Tract 6609,17,660900
5417486.0,75626.0,031,S,17031802402,+42.1479523,-087.9100992,G5020,8024.02,Census Tract 8024.02,17,802402
5221191.0,0.0,031,S,17031802300,+42.0904581,-087.8242459,G5020,8023,Census Tract 8023,17,802300
1929689.0,0.0,031,S,17031802503,+42.1316179,-087.9537743,G5020,8025.03,Census Tract 8025.03,17,802503
3403958.0,19498.0,031,S,17031802504,+42.1343263,-087.9370604,G5020,8025.04,Census Tract 8025.04,17,802504
114688.0,0.0,031,S,17031280900,+41.8786261,-087.6851324,G5020,2809,Census Tract 2809,17,280900
329517.0,0.0,031,S,17031301600,+41.8407572,-087.7122520,G5020,3016,Census Tract 3016,17,301600
639812.0,0.0,031,S,17031490700,+41.7107339,-087.6283617,G5020,4907,Census Tract 4907,17,490700
683115.0,0.0,031,S,17031490600,+41.7179734,-087.6283302,G5020,4906,Census Tract 4906,17,490600
1277977.0,0.0,031,S,17031491000,+41.6997625,-087.6280536,G5020,4910,Census Tract 4910,17,491000
1321949.0,0.0,031,S,17031491100,+41.6997531,-087.6376994,G5020,4911,Census Tract 4911,17,491100
1079253.0,0.0,031,S,17031490800,+41.7106828,-087.6153371,G5020,4908,Census Tract 4908,17,490800
326330.0,0.0,031,S,17031670300,+41.7903576,-087.6669167,G5020,6703,Census Tract 6703,17,670300
326418.0,0.0,031,S,17031670400,+41.7902996,-087.6717698,G5020,6704,Census Tract 6704,17,670400
326542.0,0.0,031,S,17031670200,+41.7904247,-087.6620627,G5020,6702,Census Tract 6702,17,670200
1299431.0,0.0,031,S,17031661100,+41.7607879,-087.7026905,G5020,6611,Census Tract 6611,17,661100
693892.0,48984.0,031,S,17031560100,+41.8156765,-087.7415910,G5020,5601,Census Tract 5601,17,560100
966243.0,67959.0,031,S,17031530600,+41.6700882,-087.6191458,G5020,5306,Census Tract 5306,17,530600
1308194.0,0.0,031,S,17031530300,+41.6813144,-087.6517524,G5020,5303,Census Tract 5303,17,530300
1312063.0,0.0,031,S,17031530400,+41.6740397,-087.6515267,G5020,5304,Census Tract 5304,17,530400
1297343.0,0.0,031,S,17031530200,+41.6815612,-087.6323954,G5020,5302,Census Tract 5302,17,530200
5659564.0,0.0,031,S,17031802702,+42.0742533,-087.9076154,G5020,8027.02,Census Tract 8027.02,17,802702
326730.0,0.0,031,S,17031670700,+41.7830686,-087.6667315,G5020,6707,Census Tract 6707,17,670700
327032.0,0.0,031,S,17031670600,+41.7830054,-087.6715772,G5020,6706,Census Tract 6706,17,670600
326298.0,0.0,031,S,17031670800,+41.7831442,-087.6618790,G5020,6708,Census Tract 6708,17,670800
326291.0,0.0,031,S,17031670900,+41.7832124,-087.6570220,G5020,6709,Census Tract 6709,17,670900
326892.0,0.0,031,S,17031670100,+41.7904937,-087.6572084,G5020,6701,Census Tract 6701,17,670100
3206984.0,0.0,031,S,17031802701,+42.0843917,-087.9166479,G5020,8027.01,Census Tract 8027.01,17,802701
228195.0,0.0,031,S,17031260900,+41.8710297,-087.7228141,G5020,2609,Census Tract 2609,17,260900
438792.0,0.0,031,S,17031281900,+41.8792494,-087.6426225,G5020,2819,Census Tract 2819,17,281900
499036.0,0.0,031,S,17031261000,+41.8713379,-087.7320094,G5020,2610,Census Tract 2610,17,261000
320575.0,0.0,031,S,17031310200,+41.8563100,-087.6442091,G5020,3102,Census Tract 3102,17,310200
161938.0,0.0,031,S,17031310500,+41.8552480,-087.6547400,G5020,3105,Census Tract 3105,17,310500
124462.0,0.0,031,S,17031310400,+41.8565069,-087.6522613,G5020,3104,Census Tract 3104,17,310400
318572.0,0.0,031,S,17031310300,+41.8561439,-087.6489782,G5020,3103,Census Tract 3103,17,310300
649492.0,0.0,031,S,17031491200,+41.6887765,-087.6374383,G5020,4912,Census Tract 4912,17,491200
646033.0,0.0,031,S,17031491300,+41.6888969,-087.6278036,G5020,4913,Census Tract 4913,17,491300
709172.0,0.0,031,S,17031500300,+41.6893150,-087.6053698,G5020,5003,Census Tract 5003,17,500300
829869.0,0.0,031,S,17031491400,+41.6891232,-087.6168215,G5020,4914,Census Tract 4914,17,491400
2042414.0,0.0,031,S,17031500200,+41.7008552,-087.6003086,G5020,5002,Census Tract 5002,17,500200
2652722.0,0.0,031,S,17031500100,+41.7146834,-087.5950247,G5020,5001,Census Tract 5001,17,500100
662049.0,0.0,031,S,17031560200,+41.8113309,-087.7478273,G5020,5602,Census Tract 5602,17,560200
653932.0,0.0,031,S,17031560300,+41.8039075,-087.7479870,G5020,5603,Census Tract 5603,17,560300
661239.0,0.0,031,S,17031560700,+41.7964626,-087.7575202,G5020,5607,Census Tract 5607,17,560700
1328253.0,0.0,031,S,17031561000,+41.7885022,-087.7915033,G5020,5610,Census Tract 5610,17,561000
1319260.0,0.0,031,S,17031560900,+41.7957702,-087.7916514,G5020,5609,Census Tract 5609,17,560900
1321148.0,0.0,031,S,17031560800,+41.7962056,-087.7721659,G5020,5608,Census Tract 5608,17,560800
3334398.0,13426.0,031,S,17031801702,+42.1252389,-087.8281456,G5020,8017.02,Census Tract 8017.02,17,801702
411154.0,0.0,031,S,17031020100,+42.0157210,-087.6871169,G5020,201,Census Tract 201,17,020100
548760.0,602605.0,031,S,17031010400,+42.0064109,-087.6588157,G5020,104,Census Tract 104,17,010400
472017.0,0.0,031,S,17031010300,+42.0159407,-087.6665351,G5020,103,Census Tract 103,17,010300
495017.0,0.0,031,S,17031010600,+42.0062774,-087.6676830,G5020,106,Census Tract 106,17,010600
2823596.0,122767.0,031,S,17031806600,+42.0034176,-087.8730733,G5020,8066,Census Tract 8066,17,806600
2501760.0,0.0,031,S,17031806502,+42.0165186,-087.8782739,G5020,8065.02,Census Tract 8065.02,17,806502
3024498.0,0.0,031,S,17031805902,+42.0329109,-087.8472076,G5020,8059.02,Census Tract 8059.02,17,805902
2104698.0,0.0,031,S,17031100200,+41.9956583,-087.7943145,G5020,1002,Census Tract 1002,17,100200
3302504.0,0.0,031,S,17031804805,+42.0200706,-088.1290843,G5020,8048.05,Census Tract 8048.05,17,804805
245119.0,0.0,031,S,17031420300,+41.7832241,-087.5986970,G5020,4203,Census Tract 4203,17,420300
237357.0,0.0,031,S,17031280800,+41.8785967,-087.6889009,G5020,2808,Census Tract 2808,17,280800
1241960.0,0.0,031,S,17031020200,+42.0156903,-087.6995191,G5020,202,Census Tract 202,17,020200
13527611.0,579346.0,031,S,17031804202,+42.1014508,-088.1308489,G5020,8042.02,Census Tract 8042.02,17,804202
12575109.0,143185.0,031,S,17031804701,+42.0516883,-088.1606437,G5020,8047.01,Census Tract 8047.01,17,804701
3191635.0,40495.0,031,S,17031803605,+42.1280433,-088.0248514,G5020,8036.05,Census Tract 8036.05,17,803605
2075994.0,3028.0,031,S,17031130200,+41.9809134,-087.7328798,G5020,1302,Census Tract 1302,17,130200
2536187.0,0.0,031,S,17031804306,+42.0219824,-088.1740079,G5020,8043.06,Census Tract 8043.06,17,804306
155255.0,0.0,031,S,17031080202,+41.9058588,-087.6309008,G5020,802.02,Census Tract 802.02,17,080202
555577.0,0.0,031,S,17031020400,+42.0084880,-087.6859118,G5020,204,Census Tract 204,17,020400
4408747.0,0.0,031,S,17031824105,+41.6378233,-087.8374922,G5020,8241.05,Census Tract 8241.05,17,824105
327809.0,0.0,031,S,17031611800,+41.7976477,-087.6671138,G5020,6118,Census Tract 6118,17,611800
166088.0,0.0,031,S,17031240200,+41.9124417,-087.6701816,G5020,2402,Census Tract 2402,17,240200
318279.0,0.0,031,S,17031060200,+41.9579036,-087.6715175,G5020,602,Census Tract 602,17,060200
3535092.0,57239.0,031,S,17031826500,+41.6319154,-087.6156118,G5020,8265,Census Tract 8265,17,826500
5837504.0,0.0,031,S,17031825302,+41.5811669,-087.7574059,G5020,8253.02,Census Tract 8253.02,17,825302
3813006.0,0.0,031,S,17031824107,+41.6084176,-087.8133091,G5020,8241.07,Census Tract 8241.07,17,824107
3150252.0,25898.0,031,S,17031830202,+41.4919970,-087.6925217,G5020,8302.02,Census Tract 8302.02,17,830202
174670.0,0.0,031,S,17031061200,+41.9490599,-087.6616427,G5020,612,Census Tract 612,17,061200
330421.0,0.0,031,S,17031221200,+41.9210831,-087.7046499,G5020,2212,Census Tract 2212,17,221200
2630428.0,0.0,031,S,17031808200,+42.0264200,-087.7973221,G5020,8082,Census Tract 8082,17,808200
314151.0,0.0,031,S,17031030300,+41.9943875,-087.6725348,G5020,303,Census Tract 303,17,030300
346486.0,0.0,031,S,17031030400,+41.9869515,-087.6720788,G5020,304,Census Tract 304,17,030400
666198.0,0.0,031,S,17031030200,+41.9944414,-087.6652300,G5020,302,Census Tract 302,17,030200
424895.0,0.0,031,S,17031031000,+41.9724370,-087.6711094,G5020,310,Census Tract 310,17,031000
408716.0,0.0,031,S,17031030900,+41.9797951,-087.6714454,G5020,309,Census Tract 309,17,030900
2164914.0,330288.0,031,S,17031823603,+41.6499735,-087.7105023,G5020,8236.03,Census Tract 8236.03,17,823603
19948327.0,92402.0,031,S,17031980000,+41.9794191,-087.9024376,G5020,9800,Census Tract 9800,17,980000
3331291.0,26161.0,031,S,17031815702,+41.8283595,-087.8169399,G5020,8157.02,Census Tract 8157.02,17,815702
394133.0,0.0,031,S,17031600600,+41.8422594,-087.6554677,G5020,6006,Census Tract 6006,17,600600
1844323.0,0.0,031,S,17031110100,+41.9874756,-087.7696729,G5020,1101,Census Tract 1101,17,110100
243609.0,0.0,031,S,17031420600,+41.7830135,-087.6132777,G5020,4206,Census Tract 4206,17,420600
3310338.0,0.0,031,S,17031817900,+41.8587807,-087.8450055,G5020,8179,Census Tract 8179,17,817900
3572449.0,0.0,031,S,17031811900,+41.9008459,-087.8189279,G5020,8119,Census Tract 8119,17,811900
1489274.0,1040213.0,031,S,17031031400,+41.9584475,-087.6424095,G5020,314,Census Tract 314,17,031400
321854.0,0.0,031,S,17031040900,+41.9631847,-087.6838544,G5020,409,Census Tract 409,17,040900
394731.0,0.0,031,S,17031050300,+41.9576780,-087.6915186,G5020,503,Census Tract 503,17,050300
652253.0,0.0,031,S,17031050200,+41.9577405,-087.6837168,G5020,502,Census Tract 502,17,050200
13660508.0,43099.0,031,S,17031829901,+41.5496843,-087.7612364,G5020,8299.01,Census Tract 8299.01,17,829901
2474623.0,0.0,031,S,17031818600,+41.8402366,-087.8655151,G5020,8186,Census Tract 8186,17,818600
2364667.0,0.0,031,S,17031804807,+42.0103801,-088.1199897,G5020,8048.07,Census Tract 8048.07,17,804807
10726806.0,334525.0,031,S,17031801800,+42.1151825,-087.7875818,G5020,8018,Census Tract 8018,17,801800
159949.0,0.0,031,S,17031071700,+41.9128666,-087.6410718,G5020,717,Census Tract 717,17,071700
235150.0,0.0,031,S,17031031800,+41.9670114,-087.6706209,G5020,318,Census Tract 318,17,031800
2969027.0,3498337.0,031,S,17031800400,+42.1116252,-087.7290577,G5020,8004,Census Tract 8004,17,800400
6281328.0,254.0,031,S,17031819000,+41.8259449,-087.8950412,G5020,8190,Census Tract 8190,17,819000
6536657.0,0.0,031,S,17031824506,+41.6174198,-087.7826943,G5020,8245.06,Census Tract 8245.06,17,824506
5568052.0,123669.0,031,S,17031823903,+41.6612104,-087.8180974,G5020,8239.03,Census Tract 8239.03,17,823903
1882610.0,0.0,031,S,17031815701,+41.8367113,-087.8110754,G5020,8157.01,Census Tract 8157.01,17,815701
2931455.0,0.0,031,S,17031811600,+41.9511884,-087.8722007,G5020,8116,Census Tract 8116,17,811600
4547458.0,0.0,031,S,17031802900,+42.0971614,-087.9690169,G5020,8029,Census Tract 8029,17,802900
163180.0,0.0,031,S,17031610400,+41.8103984,-087.6674491,G5020,6104,Census Tract 6104,17,610400
477478.0,0.0,031,S,17031031700,+41.9654466,-087.6631954,G5020,317,Census Tract 317,17,031700
332456.0,0.0,031,S,17031050600,+41.9505466,-087.6761813,G5020,506,Census Tract 506,17,050600
652578.0,0.0,031,S,17031050500,+41.9504474,-087.6835073,G5020,505,Census Tract 505,17,050500
3707973.0,29482.0,031,S,17031823904,+41.6578494,-087.8045131,G5020,8239.04,Census Tract 8239.04,17,823904
3054183.0,0.0,031,S,17031820103,+41.7899375,-087.8661978,G5020,8201.03,Census Tract 8201.03,17,820103
1869982.0,58160.0,031,S,17031805801,+42.0183800,-087.8631205,G5020,8058.01,Census Tract 8058.01,17,805801
12386703.0,95183.0,031,S,17031828505,+41.5444212,-087.5604695,G5020,8285.05,Census Tract 8285.05,17,828505
8423143.0,24132.0,031,S,17031830004,+41.5153161,-087.7286213,G5020,8300.04,Census Tract 8300.04,17,830004
9156093.0,98023.0,031,S,17031828503,+41.5027587,-087.5689506,G5020,8285.03,Census Tract 8285.03,17,828503
3220254.0,0.0,031,S,17031802002,+42.0732004,-087.8320726,G5020,8020.02,Census Tract 8020.02,17,802002
2167301.0,0.0,031,S,17031826202,+41.5931681,-087.5363701,G5020,8262.02,Census Tract 8262.02,17,826202
162135.0,0.0,031,S,17031071600,+41.9164725,-087.6411828,G5020,716,Census Tract 716,17,071600
495626.0,0.0,031,S,17031671400,+41.7737921,-087.6762289,G5020,6714,Census Tract 6714,17,671400
237759.0,0.0,031,S,17031490400,+41.7236539,-087.6108237,G5020,4904,Census Tract 4904,17,490400
4718452.0,75314.0,031,S,17031801605,+42.1330785,-087.8631118,G5020,8016.05,Census Tract 8016.05,17,801605
3984242.0,0.0,031,S,17031800700,+42.0847062,-087.7425823,G5020,8007,Census Tract 8007,17,800700
3646334.0,32714.0,031,S,17031823102,+41.6857372,-087.7792908,G5020,8231.02,Census Tract 8231.02,17,823102
6815658.0,0.0,031,S,17031818401,+41.8614103,-087.9030703,G5020,8184.01,Census Tract 8184.01,17,818401
3873524.0,31792.0,031,S,17031827902,+41.5856200,-087.5451769,G5020,8279.02,Census Tract 8279.02,17,827902
12826600.0,201193.0,031,S,17031829902,+41.5395133,-087.7276252,G5020,8299.02,Census Tract 8299.02,17,829902
163311.0,0.0,031,S,17031062300,+41.9416278,-087.6614432,G5020,623,Census Tract 623,17,062300
379751.0,0.0,031,S,17031010100,+42.0212564,-087.6698316,G5020,101,Census Tract 101,17,010100
658248.0,0.0,031,S,17031630400,+41.7972545,-087.6987811,G5020,6304,Census Tract 6304,17,630400
1305003.0,0.0,031,S,17031822802,+41.6975608,-087.7278727,G5020,8228.02,Census Tract 8228.02,17,822802
2577236.0,24873.0,031,S,17031803010,+42.1512524,-087.9799990,G5020,8030.10,Census Tract 8030.10,17,803010
3087474.0,0.0,031,S,17031804505,+41.9936174,-088.1751661,G5020,8045.05,Census Tract 8045.05,17,804505
5008953.0,61278.0,031,S,17031804606,+42.0091360,-088.0480798,G5020,8046.06,Census Tract 8046.06,17,804606
2381498.0,58189.0,031,S,17031804712,+42.0365788,-088.1261143,G5020,8047.12,Census Tract 8047.12,17,804712
2547904.0,0.0,031,S,17031807800,+42.0151569,-087.7637294,G5020,8078,Census Tract 8078,17,807800
3153675.0,0.0,031,S,17031808400,+42.0487380,-087.7938583,G5020,8084,Census Tract 8084,17,808400
3648949.0,0.0,031,S,17031811100,+41.9270773,-087.8344152,G5020,8111,Census Tract 8111,17,811100
326466.0,0.0,031,S,17031680600,+41.7832811,-087.6521652,G5020,6806,Census Tract 6806,17,680600
618133.0,0.0,031,S,17031030500,+41.9872260,-087.6649359,G5020,305,Census Tract 305,17,030500
6654812.0,167538.0,031,S,17031820501,+41.7710690,-087.8141057,G5020,8205.01,Census Tract 8205.01,17,820501
2573890.0,96363.0,031,S,17031819100,+41.8158454,-087.8134835,G5020,8191,Census Tract 8191,17,819100
4306537.0,0.0,031,S,17031828801,+41.5342762,-087.6617452,G5020,8288.01,Census Tract 8288.01,17,828801
863810.0,0.0,031,S,17031814700,+41.8614518,-087.7976271,G5020,8147,Census Tract 8147,17,814700
0.0,1717092432.0,031,S,17031990000,+41.9739391,-087.4002947,G5020,9900,Census Tract 9900,17,990000
771656.0,0.0,031,S,17031020500,+42.0013129,-087.6841982,G5020,205,Census Tract 205,17,020500
2380227.0,0.0,031,S,17031822400,+41.7229552,-087.7884821,G5020,8224,Census Tract 8224,17,822400
202656.0,0.0,031,S,17031081300,+41.8983354,-087.6207531,G5020,813,Census Tract 813,17,081300
298827.0,0.0,031,S,17031081000,+41.9002655,-087.6321089,G5020,810,Census Tract 810,17,081000
1839639.0,0.0,031,S,17031130100,+41.9911040,-087.7208089,G5020,1301,Census Tract 1301,17,130100
653046.0,0.0,031,S,17031170200,+41.9493528,-087.7815188,G5020,1702,Census Tract 1702,17,170200
566548.0,0.0,031,S,17031170600,+41.9412943,-087.8307016,G5020,1706,Census Tract 1706,17,170600
579654.0,0.0,031,S,17031170700,+41.9414866,-087.8221640,G5020,1707,Census Tract 1707,17,170700
730332.0,0.0,031,S,17031170800,+41.9415761,-087.8123713,G5020,1708,Census Tract 1708,17,170800
769031.0,0.0,031,S,17031170400,+41.9489081,-087.8127107,G5020,1704,Census Tract 1704,17,170400
1539541.0,0.0,031,S,17031170500,+41.9500779,-087.8288957,G5020,1705,Census Tract 1705,17,170500
1398896.0,0.0,031,S,17031170300,+41.9491248,-087.7968278,G5020,1703,Census Tract 1703,17,170300
162724.0,0.0,031,S,17031050900,+41.9449466,-087.6857780,G5020,509,Census Tract 509,17,050900
166636.0,0.0,031,S,17031051000,+41.9413024,-087.6857317,G5020,510,Census Tract 510,17,051000
164326.0,0.0,031,S,17031050700,+41.9450710,-087.6760595,G5020,507,Census Tract 507,17,050700
329187.0,0.0,031,S,17031260300,+41.8842766,-087.7331362,G5020,2603,Census Tract 2603,17,260300
328945.0,0.0,031,S,17031260800,+41.8770848,-087.7230964,G5020,2608,Census Tract 2608,17,260800
329201.0,0.0,031,S,17031260700,+41.8770565,-087.7279962,G5020,2607,Census Tract 2607,17,260700
318824.0,0.0,031,S,17031260600,+41.8771076,-087.7328670,G5020,2606,Census Tract 2606,17,260600
688029.0,0.0,031,S,17031251400,+41.8909574,-087.7701248,G5020,2514,Census Tract 2514,17,251400
337553.0,0.0,031,S,17031260500,+41.8766639,-087.7377282,G5020,2605,Census Tract 2605,17,260500
162702.0,0.0,031,S,17031051100,+41.9413652,-087.6808266,G5020,511,Census Tract 511,17,051100
164642.0,0.0,031,S,17031051200,+41.9414214,-087.6759521,G5020,512,Census Tract 512,17,051200
320577.0,0.0,031,S,17031170900,+41.9361959,-087.8116057,G5020,1709,Census Tract 1709,17,170900
666147.0,0.0,031,S,17031171100,+41.9420528,-087.7812865,G5020,1711,Census Tract 1711,17,171100
1062791.0,0.0,031,S,17031180100,+41.9344789,-087.7986731,G5020,1801,Census Tract 1801,17,180100
1393042.0,0.0,031,S,17031171000,+41.9418072,-087.7965238,G5020,1710,Census Tract 1710,17,171000
316148.0,0.0,031,S,17031190100,+41.9352176,-087.7443889,G5020,1901,Census Tract 1901,17,190100
160604.0,0.0,031,S,17031222600,+41.9156388,-087.7044798,G5020,2226,Census Tract 2226,17,222600
158354.0,0.0,031,S,17031222500,+41.9157082,-087.6995969,G5020,2225,Census Tract 2225,17,222500
231074.0,0.0,031,S,17031222200,+41.9159095,-087.6838262,G5020,2222,Census Tract 2222,17,222200
486655.0,0.0,031,S,17031251700,+41.8913844,-087.7444793,G5020,2517,Census Tract 2517,17,251700
480786.0,0.0,031,S,17031251600,+41.8914065,-087.7518037,G5020,2516,Census Tract 2516,17,251600
683926.0,0.0,031,S,17031251500,+41.8911035,-087.7603538,G5020,2515,Census Tract 2515,17,251500
624594.0,0.0,031,S,17031252000,+41.8836759,-087.7698798,G5020,2520,Census Tract 2520,17,252000
632452.0,0.0,031,S,17031251900,+41.8838116,-087.7600945,G5020,2519,Census Tract 2519,17,251900
997741.0,0.0,031,S,17031251800,+41.8841436,-087.7478885,G5020,2518,Census Tract 2518,17,251800
721103.0,0.0,031,S,17031130300,+41.9865589,-087.7133915,G5020,1303,Census Tract 1303,17,130300
660302.0,0.0,031,S,17031190300,+41.9349864,-087.7614635,G5020,1903,Census Tract 1903,17,190300
660108.0,0.0,031,S,17031190200,+41.9351136,-087.7516489,G5020,1902,Census Tract 1902,17,190200
661317.0,0.0,031,S,17031190800,+41.9278186,-087.7513624,G5020,1908,Census Tract 1908,17,190800
325451.0,0.0,031,S,17031260100,+41.8843707,-087.7233302,G5020,2601,Census Tract 2601,17,260100
328451.0,0.0,031,S,17031260200,+41.8843243,-087.7282302,G5020,2602,Census Tract 2602,17,260200
649937.0,0.0,031,S,17031530100,+41.6818522,-087.6179395,G5020,5301,Census Tract 5301,17,530100
5848102.0,141500.0,031,S,17031825000,+41.6022645,-087.7394453,G5020,8250,Census Tract 8250,17,825000
4021081.0,0.0,031,S,17031824300,+41.6413225,-087.6992671,G5020,8243,Census Tract 8243,17,824300
3409582.0,0.0,031,S,17031824601,+41.6286651,-087.7449388,G5020,8246.01,Census Tract 8246.01,17,824601
5592842.0,0.0,031,S,17031818500,+41.8407491,-087.8983378,G5020,8185,Census Tract 8185,17,818500
5160386.0,0.0,031,S,17031823400,+41.6651703,-087.6965048,G5020,8234,Census Tract 8234,17,823400
4197001.0,452975.0,031,S,17031821500,+41.6505617,-087.6360769,G5020,8215,Census Tract 8215,17,821500
82842.0,0.0,031,S,17031061800,+41.9464895,-087.6471132,G5020,618,Census Tract 618,17,061800
3644065.0,17675.0,031,S,17031828201,+41.5700056,-087.5664455,G5020,8282.01,Census Tract 8282.01,17,828201
7466400.0,27586.0,031,S,17031825400,+41.5652514,-087.7775704,G5020,8254,Census Tract 8254,17,825400
7007314.0,9275.0,031,S,17031830005,+41.5219964,-087.6916481,G5020,8300.05,Census Tract 8300.05,17,830005
2703718.0,0.0,031,S,17031824505,+41.6080771,-087.7686415,G5020,8245.05,Census Tract 8245.05,17,824505
4627865.0,0.0,031,S,17031824800,+41.6244630,-087.6852641,G5020,8248,Census Tract 8248,17,824800
15520395.0,540272.0,031,S,17031803608,+42.1440733,-088.0735467,G5020,8036.08,Census Tract 8036.08,17,803608
64826.0,0.0,031,S,17031410200,+41.8016709,-087.5942651,G5020,4102,Census Tract 4102,17,410200
207513.0,0.0,031,S,17031241000,+41.9079686,-087.6945342,G5020,2410,Census Tract 2410,17,241000
218387.0,0.0,031,S,17031222900,+41.9155644,-087.7200744,G5020,2229,Census Tract 2229,17,222900
1517500.0,0.0,031,S,17031803606,+42.1389995,-088.0124950,G5020,8036.06,Census Tract 8036.06,17,803606
226185.0,0.0,031,S,17031222700,+41.9154907,-087.7101912,G5020,2227,Census Tract 2227,17,222700
584862.0,0.0,031,S,17031200100,+41.9350552,-087.7376226,G5020,2001,Census Tract 2001,17,200100
818684.0,0.0,031,S,17031200200,+41.9278523,-087.7356282,G5020,2002,Census Tract 2002,17,200200
